uuid	hubmap_id	status	group_name	data_type	dataset_type	created_datetime	published_datetime	is_protected
e028deee722386043229eea6a6554742	HBM257.BTXW.537	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-24 11:29:37.580	2023-08-02 09:15:14.457	False
e4319313593944c85ba4887e3ed5a270	HBM925.MMLZ.279	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-24 05:14:49.770	2023-08-02 09:15:12.783	False
86f9ae4661354504d3f2c042ecb5159f	HBM282.LGWN.352	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-06-26 09:01:42.052	2023-08-02 09:15:11.113	False
9661b6f94b58eacc1b4eafafad51ddbf	HBM656.HPSJ.875	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-23 23:50:31.745	2023-08-02 09:15:09.617	False
f3e78c65fdbd331c05d73a99867a290e	HBM293.JLPX.287	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-06-26 09:00:28.675	2023-08-02 09:15:07.904	False
d84aa7406bee079fa892d2715b04cd12	HBM573.VSCW.874	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-06-23 10:30:27.765	2023-08-02 09:15:06.333	False
933560c0eadf607667e3a27a4adbbdce	HBM852.KVPS.663	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-23 18:23:13.992	2023-08-02 09:15:04.555	False
cdab55b0d85b54ee14ad5036d03697ef	HBM227.WWFN.972	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-06-23 10:30:06.731	2023-08-02 09:15:02.935	False
18c5cbce8bf6fed5851196828acb957f	HBM444.DHGC.555	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-23 07:28:36.078	2023-08-02 09:15:01.334	False
f54c2f6f8e3ca9f7f4126b6c501265f4	HBM743.TPGL.852	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-23 05:33:46.302	2023-08-02 09:14:59.670	False
5935082fd912701651ebe88bfd1165bc	HBM534.PSCF.562	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-06-01 09:24:38.837	2023-08-02 09:14:57.471	False
1de1a4a2ff1295e88b51008ef199f11f	HBM359.XWSP.964	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 15:30:46.766	2023-08-02 09:14:55.794	False
b6e7c93224f7d54c6e7c29f49a96a7b4	HBM538.RLFQ.294	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 14:09:02.384	2023-08-02 09:14:54.101	False
6d1f6d98601f6fd00dd87110beeb438b	HBM829.LSMQ.364	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 14:08:42.448	2023-08-02 09:14:52.575	False
08d8bcafefbc057b69d4be60953cfc3c	HBM235.MJLH.244	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 14:08:32.782	2023-08-02 09:14:50.892	False
6861545ad727abd075536dc0f4530b1e	HBM749.QZTF.577	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 14:08:04.326	2023-08-02 09:14:49.074	False
6e6d5980236ff00dc06fb699eb5254d9	HBM622.ZFBV.465	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-22 15:31:36.441	2023-08-02 09:14:47.250	False
3ae0b2cf6223daa993952603acc33aec	HBM234.LDXN.696	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-18 11:07:06.138	2023-08-02 09:14:45.167	False
60eaa33fb0ec626e03d9af8a96eba087	HBM354.FMWR.936	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-18 10:51:10.146	2023-08-02 09:14:42.662	False
50bac3c1fe12920bce4cb1391f55a77e	HBM866.KVTZ.579	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-18 10:50:52.339	2023-08-02 09:14:40.647	False
e4cf42f9cb6fac77ad595cc594d9976c	HBM724.KNHZ.284	Published	Stanford TMC	['sn_atac_seq_multiome_10x']	Derived	2023-05-18 10:50:05.059	2023-08-02 09:14:35.900	False
2ebf9abc84636f9ca7af785cad574336	HBM646.NXXG.979	Published	IEC Testing Group	['publication_ancillary']	Unknown	2023-06-16 09:09:27.969	2023-07-18 13:16:09.391	False
f554587899ecbd32221d0555a1332c4f	HBM998.KGNP.952	Published	Washington University Kidney TMC	['publication_ancillary']	Unknown	2023-07-18 09:16:07.617	2023-07-18 13:16:07.681	False
110467cbd425b8bbf66e94ccd41ae2be	HBM983.ZNGS.824	Published	Washington University Kidney TMC	['publication_ancillary']	Unknown	2023-07-17 14:33:10.668	2023-07-18 13:16:05.977	False
1287c824ce3403c06d29a37842682efe	HBM297.HVPZ.567	Published	General Electric RTI	['publication_ancillary']	Unknown	2023-07-17 16:12:09.666	2023-07-18 13:16:04.235	False
88da2b6fb3f32e4236c892ec98a75467	HBM483.BPDL.297	Published	MC - IU	['publication_ancillary']	Unknown	2023-07-18 08:39:08.638	2023-07-18 13:16:02.186	False
d14e085fecdfa7c5cb954d885afba01f	HBM724.PVGB.265	Published	Stanford TMC	['publication_ancillary']	Unknown	2023-07-17 17:30:04.323	2023-07-18 13:16:00.351	False
dd072da1909b3bec1296ee5d39e14d58	HBM529.STXQ.397	Published	Stanford RTI	['publication_ancillary']	Unknown	2023-07-17 15:11:25.374	2023-07-18 12:09:52.081	False
8d86e6c899e80d0f5f95604eb4ad492e	HBM634.MSKL.575	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-22 09:22:39.125	2023-07-10 10:06:32.539	False
89e4944336dd47d32a50fe8aac049db1	HBM475.DXDC.532	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-30 16:31:33.682	2023-07-10 10:06:31.090	False
e990a3b436bfad04d64400ad1c28c685	HBM994.KDNT.678	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-30 16:32:25.497	2023-07-10 10:06:29.591	False
8b21db2002a5179b03532d183a4885eb	HBM443.XPDK.549	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-26 09:13:39.232	2023-07-10 10:06:26.234	False
e45724a72ab0e7d7b283451836dd983e	HBM666.NDQZ.365	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:07:15.383	2023-07-10 08:57:53.843	False
96f5c73df89d553cda6547b508aee854	HBM679.NNNK.283	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:12:23.403	2023-07-10 08:47:38.994	False
be737d348cf32ff4c38145a928e0f435	HBM573.SWGH.988	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:14:53.369	2023-07-10 08:47:33.104	False
7500e7f02589f4b4e55641f09723c3de	HBM288.BBKK.828	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:42:43.953	2023-07-10 08:47:28.780	False
f9ae88d0a98b274efe18f03622de08a7	HBM473.QGDG.848	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:15:39.806	2023-07-10 08:47:24.631	False
c8ee4bd8f052b50fab2e9e9365793374	HBM235.VKNJ.237	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:53:29.940	2023-07-10 08:47:20.885	False
b6f3dd854f9826cad29a2f63261e3a54	HBM627.KDHD.293	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:52:52.263	2023-07-10 08:47:17.054	False
4839e7564bc7676e781b8f3f9bfbf35b	HBM772.TKCN.287	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:09:01.193	2023-07-10 08:47:13.316	False
9e28cdbdb5bc5b3cf7299f13635eebc9	HBM823.RJNG.364	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:04:08.951	2023-07-10 08:47:09.639	False
a7ecf4fd858a58dcaa3bab5df455065b	HBM238.GTNW.259	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:06:32.722	2023-07-10 08:47:04.412	False
3afc71e14995ca938f21c238756b47f0	HBM878.CBFK.324	Published	Stanford TMC	['MS']	Primary	2023-06-28 18:44:42.360	2023-07-07 11:40:10.440	False
880474c3108655acfe6f8c30137f22ae	HBM947.QLHC.274	Published	Stanford TMC	['MS']	Primary	2023-06-28 18:48:30.369	2023-07-07 11:39:37.673	False
cc4fd0c80f5ab0d3c84e8f521e7974a2	HBM837.MFTV.925	Published	Stanford TMC	['MS']	Primary	2023-06-28 18:53:46.089	2023-07-07 11:39:04.392	False
0c1ab133ed95b1ac3183ebfc849313b2	HBM478.MRVG.423	Published	Stanford TMC	['MS']	Primary	2023-06-28 18:56:42.285	2023-07-07 11:38:30.864	False
9e4ce71efc21df5642ca748126fe032f	HBM674.CLGB.833	Published	Stanford TMC	['MS']	Primary	2023-06-28 19:01:15.781	2023-07-07 11:37:58.645	False
ac9aef0da75ee8ed720f141098e5b970	HBM849.HFFR.425	Published	Stanford TMC	['MS']	Primary	2023-06-29 12:33:08.149	2023-07-07 11:37:26.326	False
06c23d0fff5293c5c6985bcf7e9f41ac	HBM278.VDLJ.743	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:32:08.779	2023-07-07 11:36:52.667	False
ededced3769cfb6765af53f52a376e5a	HBM386.ZCBN.462	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:34:42.889	2023-07-07 11:36:19.128	False
fd020f1f94955004eacad97c45577b84	HBM425.BBFN.587	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:38:52.071	2023-07-07 11:35:49.995	False
89f62b426a357e26ef04fc0704c01d63	HBM369.NGWT.977	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:41:20.634	2023-07-07 11:35:19.703	False
855cf140f739b47eea34fee272b3d7fa	HBM655.JFGF.685	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:45:07.510	2023-07-07 11:34:52.105	False
983615906ffac7de5b27b5dd116248f5	HBM299.DMNX.732	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:47:25.044	2023-07-07 11:34:21.484	False
8e43d0212d90eb668e276232f6d6865b	HBM655.GBGF.958	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:48:59.539	2023-07-07 11:33:52.838	False
426037bb76d97a0d5c9ec32fa7f9842c	HBM728.XZQC.342	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:51:42.129	2023-07-07 11:33:24.940	False
99d48f450dedb2b2b1af656081e419ea	HBM392.WRMX.469	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:53:47.243	2023-07-07 11:32:56.243	False
9d2626f2bf76e7519694ade1742987ef	HBM524.PXDC.248	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:56:55.246	2023-07-07 11:32:25.502	False
de4a6f13cd41842aa2c7e57bfac12f46	HBM854.BBHR.384	Published	Stanford TMC	['MS']	Primary	2023-06-29 23:58:46.709	2023-07-07 11:31:56.756	False
c2b8be1ba61a9a6345f5e54b3790a2a1	HBM645.RCPD.757	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:00:39.151	2023-07-07 11:31:29.593	False
995daff265209ed2893118e5769b2a9a	HBM828.QSMR.347	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:02:10.334	2023-07-07 11:31:01.647	False
efb0b9547fdf93a86be9fc0d2bcf1fe6	HBM689.XGQQ.754	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:03:57.599	2023-07-07 11:30:33.538	False
4245730357b6f64db9a9bb04dccae9a8	HBM393.GHXD.627	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:05:59.992	2023-07-07 11:30:07.746	False
4f9943f6ed9f40e7233e96d0f3f94f68	HBM334.VWNM.444	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:07:39.160	2023-07-07 11:29:39.877	False
c23ea80526bbb6879a36bfca98d22fa1	HBM266.XNNQ.493	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:09:35.675	2023-07-07 11:29:11.396	False
ace61144a060fcb98812808c6f7cdece	HBM798.GKGR.937	Published	Stanford TMC	['MS']	Primary	2023-06-30 00:11:32.259	2023-07-07 11:28:45.829	False
87ed96903befc3b325a6dde7c67e7e0d	HBM778.XNLZ.497	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:29:53.995	2023-07-07 11:28:20.986	False
15d124468b2976b00ffc6c8a96d37bf4	HBM762.KNPK.922	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:31:13.155	2023-07-07 11:27:53.455	False
5d27c14d9a607dfaa6b17adf1ee6baea	HBM745.KFCL.722	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:32:11.826	2023-07-07 11:27:28.197	False
4ae7fbdc98da4207224202407c8cdee1	HBM962.KFBF.598	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:36:33.226	2023-07-07 11:26:59.577	False
1ba0113eb97fbf742aed5b6ac5d33459	HBM364.FZHK.279	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:37:22.855	2023-07-07 11:26:30.865	False
f475ffb875e6933b85ed0f58b4cdb90d	HBM576.HHJK.298	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:38:10.314	2023-07-07 11:26:06.460	False
4d730b2a5b66e31dddc3466d65b36120	HBM896.NFGF.839	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:39:00.076	2023-07-07 11:25:45.226	False
ebaa609a1819b22767471082d7baa0d9	HBM439.CMVR.958	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:39:56.075	2023-07-07 11:25:23.631	False
85a107d7c341c12718ee229a6fd93994	HBM344.XDFQ.434	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:40:50.180	2023-07-07 11:25:00.805	False
0922ef6a7dc41b4b6304d93acfb0f49b	HBM752.ZDVQ.683	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:41:45.541	2023-07-07 11:24:39.189	False
c8c40ba18dc0a2f3c751d282bf08988d	HBM243.MDKC.479	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:42:30.536	2023-07-07 11:24:17.346	False
09478049ece4f412cda8d15c1f1e320f	HBM822.DZFP.968	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:43:11.124	2023-07-07 11:23:57.601	False
3ad19d4b1a9e406fda1c181e885bedba	HBM376.HGHN.536	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:43:50.477	2023-07-07 11:23:37.680	False
0abad9b955020f65644a8a5cea2c4fc0	HBM633.XKWX.775	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:44:32.428	2023-07-07 11:23:19.726	False
750b83d885a062fb72d2227b3151f691	HBM879.SXLJ.429	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:45:16.332	2023-07-07 11:23:00.561	False
8e6501bb55fc041e2162852024d9395a	HBM887.GZSL.525	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:46:00.218	2023-07-07 11:22:46.473	False
555ed2a219420c9a2683a70c910867af	HBM825.BMQH.323	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:46:41.128	2023-07-07 11:22:31.264	False
2671b18f639f2f320b59accb249cb03c	HBM637.KJJJ.837	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:47:22.911	2023-07-07 11:22:20.868	False
16fadfe3ca93f68b3bf60f6512ea1ac6	HBM823.CBVP.284	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:48:04.265	2023-07-07 11:22:10.828	False
ee1cee359c0c45c929d0685170c5a5e2	HBM854.BNFS.365	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:48:43.572	2023-07-07 11:22:00.635	False
2aa9f5fcc7dab7290c29d56607f65cbe	HBM959.WJZN.853	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:49:31.663	2023-07-07 11:21:52.408	False
4f7bf36f2df647ea3d7f2bcc0e14b8f9	HBM436.MLPG.496	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:50:15.606	2023-07-07 11:21:46.685	False
9dae4ecfde2dfd3d55db0910c8230aac	HBM735.RVZX.352	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:51:13.185	2023-07-07 11:21:42.963	False
9782169682d3574401597d7d8731a335	HBM683.TGCZ.388	Published	Stanford TMC	['MS']	Primary	2023-02-13 18:51:54.603	2023-07-07 11:21:37.243	False
47015df8ab7615a9ce26098d88196dde	HBM439.BQLR.867	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 20:19:26.090	2023-06-26 15:17:24.352	False
37988db44acc8d0780e4e31cd057e789	HBM425.GDJT.648	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 18:25:18.080	2023-06-26 15:17:22.747	False
63349325056ccff582f1d095055c7e12	HBM842.DDTX.473	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 17:47:05.423	2023-06-26 15:17:20.878	False
d482512016a61ef479960e2cb58552f2	HBM482.MCCP.264	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 17:40:02.380	2023-06-26 15:17:19.279	False
524dc341a03c155b6f4140e9d72f9b1d	HBM938.WTSR.492	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 14:45:46.120	2023-06-26 15:17:17.346	False
dc4f4778dd04263c0660addcc93b3807	HBM522.VFGB.335	Published	University of California San Diego TMC	['salmon_sn_rnaseq_10x']	Derived	2023-03-24 14:44:47.119	2023-06-26 15:17:15.738	False
149e1be22a4961f9c6240480710836a3	HBM528.DMSV.294	Published	University of California San Diego TMC	['salmon_rnaseq_snareseq']	Derived	2023-04-27 14:44:35.443	2023-06-26 15:17:12.416	False
e695c48cb6be99479daefaf372743f65	HBM676.VBCN.445	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-25 10:57:49.384	2023-06-16 10:57:39.839	False
e94cc122d000fa9343075cbfc2307eb5	HBM972.WNBG.933	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-25 10:56:54.689	2023-06-16 10:57:36.712	False
289c13f8ec809a7ed138262eb2a6d946	HBM599.BFHP.494	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-24 16:04:01.113	2023-06-16 10:57:33.595	False
c945cbd75f2da373d1ccfe86694f9c34	HBM996.CGFD.228	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-24 02:34:15.419	2023-06-16 10:57:29.665	False
18ebd20158eaa72afa5728ec73e516f2	HBM995.WMDN.689	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-23 23:50:19.560	2023-06-16 10:57:25.467	False
ac169bbda02d0c2832c01f70375ff6dc	HBM253.MXKW.373	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-23 23:36:27.040	2023-06-16 10:57:20.715	False
a9afd0984321fcd25e72bc049f434a89	HBM625.BPDM.987	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-22 17:51:58.212	2023-06-16 10:57:16.019	False
c8fa615fb884c7b51d08c0cf35debfee	HBM685.PCCJ.427	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-22 17:07:36.384	2023-06-16 10:57:11.277	False
01510a4fb90fd303bd48c4cd51cdd14c	HBM352.MDZF.598	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-21 21:40:06.244	2023-06-16 10:57:06.429	False
6bdd149dc47782aefdd0e23599708183	HBM292.FCMS.497	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-21 21:39:00.395	2023-06-16 10:57:01.609	False
ad7c2d2cc423d0324fc1bba43042a515	HBM829.QZQP.626	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-23 12:23:52.149	2023-06-16 10:56:56.404	False
b98ca5a13b6b7482fe7acbeeb13f255d	HBM423.QJJR.545	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-19 12:22:20.385	2023-06-16 10:56:50.711	False
fafec5ab4f5c7bb0564d6e7673c316e5	HBM587.VTDD.789	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-19 08:33:20.342	2023-06-16 10:56:44.511	False
3e800f0cd138b989b935fb94e7938617	HBM423.MMGW.744	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-18 14:38:54.559	2023-06-16 10:56:37.634	False
0126deb572ee57c93e444ebc73de2b91	HBM946.NWTV.278	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-18 12:04:25.528	2023-06-16 10:56:30.840	False
06e99e38b27d5e3206082cb1a9d5a898	HBM725.QFKT.594	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-18 10:20:22.049	2023-06-16 10:56:24.260	False
aa54aad994ca8a64fa52b3f3945c01b7	HBM795.GWKV.825	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-17 11:25:34.330	2023-06-16 10:56:16.025	False
87922a42fa8bc7ab29a4d2d5374afbb4	HBM396.FNQW.543	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-16 11:17:18.380	2023-06-16 10:56:08.256	False
caa55d2b3f62070ea878054c08b0434e	HBM837.RHNC.533	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-01 13:53:17.329	2023-06-16 10:56:00.866	False
ff77fcae7f6d9b5b7b8741c282677eef	HBM398.SWKV.256	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-14 12:28:51.608	2023-06-16 10:55:51.649	False
e8c159fdeabc3c0bf12345b9b1ec99c9	HBM494.VNTQ.422	Published	Stanford TMC	['codex_cytokit']	Derived	2023-06-01 10:40:47.990	2023-06-16 10:55:41.943	False
47b8410d1c51b23e7fb1a721c53a493f	HBM334.RPTP.997	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-12 14:34:29.869	2023-06-16 10:55:31.840	False
7eea0c4c41745d2d54f9796bc5b57d79	HBM644.QKZS.857	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-20 10:26:25.259	2023-06-16 10:55:21.752	False
f0597185d99c05b19c1189f9d14c8853	HBM735.PSTF.274	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-11 20:53:33.342	2023-06-16 10:55:11.187	False
fc21e53fb1976b3cf7ca817b18ad2979	HBM886.NTZN.682	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-11 14:47:01.876	2023-06-16 10:55:01.680	False
eaad67a6c6e891ea72cc397c26bd607f	HBM524.VWGB.378	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-31 11:30:56.999	2023-06-16 10:54:51.736	False
c18105af8ff3a52bb539868a9fe2252f	HBM753.VDXD.934	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-31 10:48:38.254	2023-06-16 10:54:42.021	False
b38730b2633e0b088619f9bcd514ba13	HBM233.GTZN.466	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-10 16:17:43.069	2023-06-16 10:54:31.177	False
cba4c1d05d8316f488c23a5ed20a68b2	HBM962.BFPH.344	Published	Stanford TMC	['codex_cytokit']	Derived	2023-05-09 22:32:45.033	2023-06-16 10:54:21.000	False
8eeca1a98041348bb14fd652b766661e	HBM573.TTLG.748	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:38:39.138	2023-06-16 10:54:10.149	False
4ea2c240173bda1bd799b0f17e55a96d	HBM295.SWJJ.888	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:40:05.840	2023-06-16 10:53:46.030	False
a702c94500a2f737b722e34f6df7e7dd	HBM242.LSCK.393	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:51:18.384	2023-06-16 10:53:27.468	False
aea2908c0165645e2c1a1251362c2465	HBM827.SJBP.777	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:56:46.933	2023-06-16 10:53:08.794	False
50f466268d42ee8ebf929757ed670d12	HBM395.NQKF.566	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 15:58:51.080	2023-06-16 10:52:49.130	False
b3e6c1651d33bdec8a827144c667e998	HBM569.NBHZ.832	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:01:53.691	2023-06-16 10:52:30.058	False
cf25bdcd6bae8045f6b88bb3c9a32207	HBM297.MZZX.824	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:02:43.902	2023-06-16 10:52:11.146	False
efaecdc1565274900386733cf1661ca6	HBM447.MNKW.592	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:04:52.139	2023-06-16 10:51:54.988	False
9d85dec83a12ae900c5b7603cb74d6ca	HBM488.CNNZ.544	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:05:43.571	2023-06-16 10:51:39.847	False
7034950e109586361e73c1b9ddb81346	HBM285.VFDT.966	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:08:04.513	2023-06-16 10:51:25.220	False
fa789beae7f1a0ad9947de50c329e3db	HBM465.ZNVW.226	Published	Stanford TMC	['CODEX']	Primary	2022-08-30 16:09:46.501	2023-06-16 10:51:12.455	False
